Full Name,Gender,Nationality,Age Group,Course,Semester,Subjects Enrolled,Study Preference,Availability,Learning Style,Motivational Factors,Preferred Study Environment,Strengths,Hobbies,Interests Outside of Academics,Future Career Aspirations,Preferred Communication Channels,Proficiency in Tools/Technologies,Location Preference,Preferred Study Partner Personality,Past Group Project Experience,Willingness to Mentor Others
Kevin Baxter,Prefer Not to Say,New Zealand,25+,Master's,Sem 8,"Artificial Intelligence, Architecture, Cybersecurity, Machine Learning",Group,"Sun (3pm-5pm), Wed (4pm-8pm), Tue (1pm-4pm)",Auditory,Competition,Cafes,Problem-Solving,Music,Culinary Arts,Software Engineer,Email,Python,In-person,Relaxed,No,Yes
Joel Pena,Non-Binary,South Africa,18-21,Master's,Sem 2,"Education Leadership, Urban Development, Architecture, Degin Futere",Group,"Sun (11am-12pm), Wed (4pm-5pm), Tue (12pm-4pm)",Reading/Writing,Deadlines,Library,Problem-Solving,Sports,Travel,Project Manager,WhatsApp,Animation Tools,In-person,Relaxed,No,No
Joshua Cantu,Non-Binary,Brazil,18-21,Master's,Sem 6,"Education Leadership, International Relations, Cybersecurity, Business Administration",Individual,"Sun (5pm-9pm), Wed (3pm-6pm), Tue (1pm-4pm)",Kinesthetic,Collaboration,Quiet Spaces,Research,Cycling,Cultural Studies,Data Scientist,In-Person,Adobe Illustration,In-person,Focused,No,No
Laura Howell,Female,Mexico,25+,Bachelor's,Sem 4,"History, Economics, Geography, Literature",Group,"Sun (11am-12pm), Wed (8am-12pm), Tue (5pm-9pm)",Auditory,Competition,Library,Research,Robotics,Culinary Arts,Data Scientist,Email,Python,Online,Collaborative,No,Yes
Leslie Kidd,Male,China,21-25,Bachelor's,Sem 6,"Chemistry, Engineering Fundamentals, Geography, Psychology",Individual,"Sun (9am-12pm), Wed (8am-9am), Tue (4pm-7pm)",Visual,Competition,Group Study Rooms,Presentation,Cooking,Independent Music,Business Analyst,In-Person,Excel,In-person,Relaxed,No,No
James Bush,Female,China,21-25,Bachelor's,Sem 4,"Engineering Fundamentals, Mathematics, Sociology, Physics",Group,"Sun (9am-1pm), Wed (2pm-4pm), Tue (3pm-4pm)",Kinesthetic,Deadlines,Quiet Spaces,Research,Robotics,DJ,Software Engineer,Email,Python,In-person,Collaborative,No,Yes
Samuel Roman,Binary,Germany,25+,Bachelor's,Sem 5,"Economics, Physics, Engineering Fundamentals, Literature",Group,"Sun (2pm-6pm), Wed (9am-12pm), Tue (4pm-5pm)",Reading/Writing,Deadlines,Cafes,Time Management,Robotics,Baking,Data Scientist,Email,Office 365,In-person,Relaxed,Yes,Yes
James Clarke,Binary,UK,18-21,Master's,Sem 3,"International Relations, Environmental Science, Cybersecurity, Education Leadership",Group,"Sun (2pm-5pm), Wed (12pm-3pm), Tue (10am-2pm)",Reading/Writing,Personal Goals,Library,Research,Music,Community Service,Business Analyst,WhatsApp,Python,In-person,Collaborative,No,Yes
Steven Hawkins,Prefer Not to Say,USA,18-21,Bachelor's,Sem 8,"Chemistry, Geography, Computer Science, Literature",Group,"Sun (2pm-4pm), Wed (12pm-4pm), Tue (12pm-1pm)",Kinesthetic,Personal Goals,Group Study Rooms,Research,Writing,Community Service,Data Scientist,Slack,Office 365,Online,Competitive,Yes,Yes
Mark Whitehead,Non-Binary,UK,18-21,Master's,Sem 8,"Data Science, Mechanical Engineering, International Relations, Degin Futere",Group,"Sun (8am-9am), Wed (3pm-6pm), Tue (4pm-5pm)",Visual,Personal Goals,Library,Analytical Thinking,Robotics,Mental Health Advocacy,Supply Chain Manager,Slack,Editing Tools,Online,Competitive,Yes,Yes
Bianca Gray,Binary,New Zealand,25+,Bachelor's,Sem 4,"Sociology, Chemistry, History, Geography",Individual,"Sun (12pm-4pm), Wed (1pm-3pm), Tue (3pm-4pm)",Reading/Writing,Competition,Cafes,Analytical Thinking,Hiking,DJ,Business Analyst,Slack,Adobe Illustration,Online,Focused,Yes,No
Kristen Barrera,Female,South Africa,21-25,Bachelor's,Sem 6,"Computer Science, Economics, Geography, Biology",Group,"Sun (1pm-5pm), Wed (10am-1pm), Tue (10am-12pm)",Auditory,Competition,Group Study Rooms,Research,Hiking,Baking,Supply Chain Manager,In-Person,Office 365,In-person,Focused,No,No
Tiffany Williams,Non-Binary,New Zealand,25+,Master's,Sem 3,"International Relations, Marketing, Architecture, Artificial Intelligence",Group,"Sun (4pm-7pm), Wed (5pm-7pm), Tue (9am-1pm)",Reading/Writing,Collaboration,Quiet Spaces,Analytical Thinking,Chess,Philosophy,Software Engineer,WhatsApp,Excel,Online,Competitive,No,Yes
Jay Perkins,Prefer Not to Say,New Zealand,21-25,Bachelor's,Sem 1,"Geography, Engineering Fundamentals, Sociology, Economics",Group,"Sun (2pm-5pm), Wed (11am-2pm), Tue (11am-3pm)",Kinesthetic,Collaboration,Library,Problem-Solving,Cooking,Renewable Energy,Supply Chain Manager,In-Person,Adobe Illustration,Online,Relaxed,Yes,No
Sara Liu,Prefer Not to Say,Ireland,25+,Master's,Sem 5,"Marketing, International Business, International Relations, Data Science",Group,"Sun (9am-12pm), Wed (3pm-7pm), Tue (11am-3pm)",Visual,Collaboration,Cafes,Research,Running,Wildlife Conservation,Data Scientist,WhatsApp,Power Point,Online,Relaxed,Yes,No
Brian Wheeler,Female,India,25+,Master's,Sem 6,"International Relations, Cybersecurity, Environmental Science, Business Administration",Individual,"Sun (9am-10am), Wed (2pm-6pm), Tue (10am-1pm)",Auditory,Collaboration,Group Study Rooms,Presentation,Yoga,Philosophy,Data Scientist,WhatsApp,Excel,In-person,Focused,No,No
Joe Mcconnell,Female,New Zealand,18-21,Bachelor's,Sem 2,"History, Biology, Economics, Geography",Individual,"Sun (5pm-9pm), Wed (4pm-7pm), Tue (1pm-3pm)",Reading/Writing,Personal Goals,Quiet Spaces,Research,Dance,Mental Health Advocacy,Data Scientist,Email,Animation Tools,Online,Collaborative,Yes,No
Tara Morris,Binary,USA,21-25,Bachelor's,Sem 8,"Mathematics, Economics, Literature, History",Group,"Sun (8am-10am), Wed (11am-3pm), Tue (8am-12pm)",Kinesthetic,Personal Goals,Library,Problem-Solving,Chess,DJ,Supply Chain Manager,Slack,Python,Online,Focused,No,No
Andrew Brewer,Male,Brazil,21-25,Bachelor's,Sem 2,"Geography, Mathematics, Sociology, Physics",Group,"Sun (5pm-8pm), Wed (4pm-6pm), Tue (4pm-7pm)",Visual,Deadlines,Group Study Rooms,Presentation,Cycling,DJ,Supply Chain Manager,Slack,Adobe Illustration,In-person,Focused,Yes,No
Gary Powell,Non-Binary,France,21-25,Master's,Sem 3,"International Business, Architecture, Cybersecurity, Data Science",Individual,"Sun (2pm-5pm), Wed (5pm-9pm), Tue (11am-2pm)",Kinesthetic,Competition,Group Study Rooms,Time Management,Chess,Volunteering,Software Engineer,Email,SQL,In-person,Collaborative,No,No
Patrick Sexton,Female,UK,18-21,Master's,Sem 5,"Marketing, Education Leadership, Urban Development, International Relations",Group,"Sun (10am-2pm), Wed (2pm-6pm), Tue (8am-10am)",Reading/Writing,Competition,Group Study Rooms,Time Management,Chess,Financial Literacy Education,Data Scientist,Email,Power Point,In-person,Relaxed,No,No
Andrea Johnson,Non-Binary,UK,18-21,Master's,Sem 1,"Data Science, Education Leadership, Degin Futere, Business Administration",Group,"Sun (8am-11am), Wed (3pm-5pm), Tue (11am-12pm)",Kinesthetic,Competition,Group Study Rooms,Time Management,Chess,Tech Entrepreneurship,Software Engineer,Email,Animation Tools,In-person,Focused,No,No
Stacey Simmons,Male,UK,18-21,Bachelor's,Sem 7,"Computer Science, Geography, Mathematics, History",Individual,"Sun (4pm-5pm), Wed (2pm-4pm), Tue (8am-12pm)",Reading/Writing,Collaboration,Cafes,Time Management,Hiking,Financial Literacy Education,Project Manager,In-Person,SQL,Online,Focused,No,No
Michael Griffith,Prefer Not to Say,Mexico,21-25,Master's,Sem 1,"Degin Futere, Business Administration, Environmental Science, Artificial Intelligence",Individual,"Sun (8am-10am), Wed (1pm-2pm), Tue (3pm-6pm)",Visual,Deadlines,Group Study Rooms,Problem-Solving,Reading,Art Exhibitions,Software Engineer,Email,Python,Online,Relaxed,Yes,No
Kelly Moses,Non-Binary,Nigeria,21-25,Bachelor's,Sem 4,"Economics, Sociology, Psychology, Chemistry",Individual,"Sun (10am-12pm), Wed (11am-2pm), Tue (8am-11am)",Auditory,Competition,Library,Analytical Thinking,Painting,Independent Music,Business Analyst,Slack,Adobe Illustration,Online,Competitive,No,No
Nicole Wilkinson,Prefer Not to Say,Japan,25+,Master's,Sem 8,"Data Science, Architecture, Mechanical Engineering, International Business",Group,"Sun (12pm-4pm), Wed (5pm-7pm), Tue (10am-11am)",Reading/Writing,Personal Goals,Group Study Rooms,Problem-Solving,Photography,Art Exhibitions,Data Scientist,Email,SQL,In-person,Relaxed,Yes,Yes
Kayla Harris,Binary,Mexico,25+,Master's,Sem 4,"Education Leadership, Degin Futere, Marketing, International Business",Group,"Sun (1pm-4pm), Wed (4pm-6pm), Tue (9am-12pm)",Kinesthetic,Deadlines,Quiet Spaces,Research,Yoga,Environmental Activism,Business Analyst,In-Person,Excel,Online,Relaxed,Yes,No
Jerome Smith,Female,India,18-21,Bachelor's,Sem 7,"Chemistry, Biology, Political Science, History",Individual,"Sun (12pm-2pm), Wed (9am-10am), Tue (1pm-3pm)",Reading/Writing,Deadlines,Group Study Rooms,Research,Dance,Mental Health Advocacy,Software Engineer,In-Person,Adobe Illustration,Online,Collaborative,No,Yes
Wesley Andrews,Non-Binary,UK,18-21,Bachelor's,Sem 4,"Mathematics, Engineering Fundamentals, Physics, Chemistry",Individual,"Sun (8am-9am), Wed (12pm-3pm), Tue (11am-2pm)",Reading/Writing,Collaboration,Cafes,Presentation,Photography,DJ,Project Manager,WhatsApp,Editing Tools,In-person,Relaxed,Yes,No
Brendan Galvan,Male,France,25+,Bachelor's,Sem 4,"Political Science, Economics, Biology, Engineering Fundamentals",Individual,"Sun (10am-11am), Wed (4pm-6pm), Tue (9am-10am)",Visual,Deadlines,Cafes,Analytical Thinking,Yoga,Travel,Data Scientist,Email,Office 365,In-person,Collaborative,No,No
James Mercado,Male,India,25+,Master's,Sem 6,"Marketing, International Relations, International Business, Architecture",Individual,"Sun (9am-10am), Wed (3pm-4pm), Tue (8am-11am)",Auditory,Collaboration,Cafes,Presentation,Chess,Digital Marketing,Data Scientist,Email,Office 365,Online,Focused,No,Yes
Daniel Wilson,Prefer Not to Say,China,21-25,Master's,Sem 5,"Data Science, Environmental Science, Architecture, Cybersecurity",Group,"Sun (1pm-4pm), Wed (1pm-3pm), Tue (11am-12pm)",Visual,Competition,Quiet Spaces,Problem-Solving,Writing,Renewable Energy,Project Manager,WhatsApp,Editing Tools,Online,Relaxed,Yes,Yes
Lauren Simon,Prefer Not to Say,Nigeria,25+,Bachelor's,Sem 7,"Literature, Psychology, Physics, Economics",Individual,"Sun (2pm-3pm), Wed (2pm-5pm), Tue (10am-1pm)",Visual,Competition,Library,Problem-Solving,Sports,Art Exhibitions,Software Engineer,Email,SQL,In-person,Focused,Yes,No
Lisa Bowers,Binary,Nigeria,18-21,Bachelor's,Sem 5,"Economics, Biology, Chemistry, Sociology",Individual,"Sun (1pm-2pm), Wed (1pm-3pm), Tue (4pm-7pm)",Visual,Personal Goals,Library,Research,Running,Digital Marketing,Data Scientist,Slack,Editing Tools,In-person,Focused,Yes,No
Kelly Moore,Female,Australia,25+,Master's,Sem 3,"Degin Futere, Data Science, Architecture, International Relations",Group,"Sun (11am-2pm), Wed (4pm-5pm), Tue (8am-9am)",Reading/Writing,Personal Goals,Quiet Spaces,Research,Running,Baking,Supply Chain Manager,Slack,Office 365,In-person,Competitive,Yes,Yes
Joseph Blevins,Non-Binary,UK,25+,Bachelor's,Sem 1,"Biology, History, Chemistry, Mathematics",Individual,"Sun (1pm-2pm), Wed (4pm-8pm), Tue (1pm-4pm)",Auditory,Collaboration,Quiet Spaces,Research,Running,Community Service,Project Manager,In-Person,Animation Tools,Online,Competitive,No,No
Antonio Hill,Prefer Not to Say,Ireland,25+,Bachelor's,Sem 8,"Literature, Biology, Economics, Computer Science",Group,"Sun (1pm-4pm), Wed (4pm-8pm), Tue (8am-10am)",Auditory,Collaboration,Cafes,Time Management,Photography,Open Source Contributions,Data Scientist,WhatsApp,Office 365,Online,Focused,No,Yes
Jesus Hurst,Male,USA,18-21,Bachelor's,Sem 1,"Mathematics, Sociology, Computer Science, Engineering Fundamentals",Individual,"Sun (3pm-6pm), Wed (3pm-6pm), Tue (4pm-7pm)",Reading/Writing,Collaboration,Library,Problem-Solving,Cycling,Group Entertainment,Business Analyst,In-Person,SQL,In-person,Focused,No,Yes
Breanna Hartman,Male,South Africa,18-21,Master's,Sem 3,"Education Leadership, Data Science, Urban Development, International Business",Group,"Sun (11am-2pm), Wed (1pm-4pm), Tue (1pm-4pm)",Reading/Writing,Competition,Group Study Rooms,Problem-Solving,Cooking,Culinary Arts,Business Analyst,Email,Editing Tools,Online,Focused,Yes,Yes
Ariana Noble,Female,Australia,18-21,Master's,Sem 8,"Mechanical Engineering, Artificial Intelligence, International Relations, Finance",Individual,"Sun (1pm-3pm), Wed (10am-2pm), Tue (3pm-7pm)",Kinesthetic,Deadlines,Library,Time Management,Gaming,Baking,Project Manager,Slack,Python,In-person,Focused,No,No
Danielle Green,Prefer Not to Say,Germany,21-25,Bachelor's,Sem 6,"Political Science, Mathematics, Computer Science, Chemistry",Individual,"Sun (5pm-9pm), Wed (12pm-3pm), Tue (11am-1pm)",Visual,Personal Goals,Quiet Spaces,Analytical Thinking,Sports,Open Source Contributions,Project Manager,WhatsApp,Power Point,In-person,Relaxed,Yes,No
Elizabeth Lyons,Female,South Africa,25+,Master's,Sem 7,"Artificial Intelligence, Finance, Business Administration, Machine Learning",Individual,"Sun (2pm-3pm), Wed (11am-3pm), Tue (5pm-9pm)",Visual,Competition,Library,Problem-Solving,Hiking,Volunteering,Data Scientist,WhatsApp,Adobe Illustration,Online,Competitive,Yes,Yes
Barbara Munoz,Non-Binary,UK,21-25,Bachelor's,Sem 5,"Mathematics, Psychology, History, Sociology",Group,"Sun (12pm-3pm), Wed (2pm-4pm), Tue (8am-9am)",Auditory,Collaboration,Cafes,Presentation,Gaming,Volunteering,Supply Chain Manager,Slack,SQL,Online,Collaborative,Yes,No
Carol Burton MD,Male,Canada,21-25,Bachelor's,Sem 7,"Economics, Political Science, Computer Science, Engineering Fundamentals",Group,"Sun (5pm-8pm), Wed (11am-2pm), Tue (9am-11am)",Reading/Writing,Deadlines,Cafes,Problem-Solving,Dance,Independent Music,Business Analyst,In-Person,Animation Tools,In-person,Focused,Yes,No
Ryan Giles,Prefer Not to Say,Canada,21-25,Master's,Sem 6,"Marketing, Environmental Science, Data Science, Finance",Group,"Sun (5pm-8pm), Wed (12pm-3pm), Tue (2pm-4pm)",Visual,Deadlines,Group Study Rooms,Time Management,Painting,Community Service,Software Engineer,In-Person,Editing Tools,Online,Collaborative,Yes,No
Michael Hood,Binary,New Zealand,21-25,Master's,Sem 6,"Marketing, Data Science, Environmental Science, Business Administration",Group,"Sun (1pm-5pm), Wed (10am-12pm), Tue (4pm-8pm)",Reading/Writing,Deadlines,Cafes,Analytical Thinking,Chess,Baking,Supply Chain Manager,Email,Python,Online,Competitive,No,No
Jacob Berry,Female,Australia,25+,Bachelor's,Sem 6,"Literature, Mathematics, Political Science, Engineering Fundamentals",Individual,"Sun (2pm-4pm), Wed (2pm-3pm), Tue (8am-12pm)",Visual,Personal Goals,Cafes,Time Management,Cycling,Mental Health Advocacy,Software Engineer,In-Person,Python,Online,Focused,No,No
Chelsea Lowe,Female,Australia,18-21,Bachelor's,Sem 8,"Geography, Literature, History, Chemistry",Group,"Sun (12pm-2pm), Wed (1pm-5pm), Tue (10am-11am)",Visual,Personal Goals,Cafes,Problem-Solving,Dance,DJ,Supply Chain Manager,WhatsApp,Editing Tools,In-person,Focused,Yes,No
Rita Miller,Male,Germany,25+,Master's,Sem 1,"Degin Futere, Education Leadership, Marketing, Mechanical Engineering",Individual,"Sun (9am-1pm), Wed (10am-1pm), Tue (10am-12pm)",Auditory,Competition,Library,Presentation,Music,Group Entertainment,Project Manager,Slack,Excel,In-person,Focused,Yes,No
Erika Green,Binary,Nigeria,21-25,Master's,Sem 3,"Education Leadership, Finance, Urban Development, Degin Futere",Individual,"Sun (12pm-1pm), Wed (8am-12pm), Tue (1pm-3pm)",Auditory,Competition,Cafes,Analytical Thinking,Painting,Open Source Contributions,Software Engineer,WhatsApp,Office 365,Online,Relaxed,No,Yes
Katherine Flowers,Binary,Brazil,21-25,Bachelor's,Sem 4,"Economics, History, Computer Science, Political Science",Individual,"Sun (1pm-2pm), Wed (5pm-9pm), Tue (4pm-8pm)",Auditory,Deadlines,Library,Problem-Solving,Sports,Digital Marketing,Data Scientist,Email,Adobe Illustration,Online,Competitive,Yes,Yes
Christopher Long,Prefer Not to Say,UK,18-21,Master's,Sem 7,"Education Leadership, Machine Learning, Marketing, Urban Development",Individual,"Sun (8am-11am), Wed (10am-12pm), Tue (8am-9am)",Visual,Personal Goals,Group Study Rooms,Time Management,Music,Group Entertainment,Supply Chain Manager,Email,Excel,In-person,Competitive,Yes,Yes
Christopher Welch,Prefer Not to Say,Canada,21-25,Master's,Sem 3,"International Relations, Business Administration, Architecture, Environmental Science",Individual,"Sun (10am-1pm), Wed (5pm-7pm), Tue (1pm-2pm)",Visual,Deadlines,Cafes,Problem-Solving,Cooking,Independent Music,Project Manager,WhatsApp,Animation Tools,In-person,Focused,Yes,No
Amanda Mack,Prefer Not to Say,Germany,25+,Master's,Sem 5,"Degin Futere, Mechanical Engineering, Marketing, Cybersecurity",Individual,"Sun (8am-10am), Wed (4pm-8pm), Tue (10am-11am)",Visual,Personal Goals,Quiet Spaces,Presentation,Cycling,Travel,Supply Chain Manager,Email,Excel,In-person,Relaxed,No,Yes
Rachel Turner,Male,China,25+,Bachelor's,Sem 7,"Computer Science, Chemistry, Political Science, Psychology",Individual,"Sun (8am-12pm), Wed (5pm-9pm), Tue (12pm-1pm)",Kinesthetic,Collaboration,Cafes,Time Management,Gaming,Financial Literacy Education,Project Manager,WhatsApp,SQL,In-person,Collaborative,Yes,Yes
Andrew Baxter,Binary,Australia,18-21,Master's,Sem 4,"Machine Learning, Marketing, Environmental Science, Artificial Intelligence",Group,"Sun (9am-12pm), Wed (11am-3pm), Tue (9am-11am)",Reading/Writing,Deadlines,Quiet Spaces,Presentation,Photography,Wildlife Conservation,Data Scientist,WhatsApp,Power Point,In-person,Competitive,Yes,No
Scott Miller,Male,Japan,21-25,Bachelor's,Sem 6,"Mathematics, Literature, Physics, Chemistry",Group,"Sun (1pm-5pm), Wed (9am-11am), Tue (1pm-2pm)",Kinesthetic,Collaboration,Cafes,Research,Cycling,Open Source Contributions,Supply Chain Manager,In-Person,Editing Tools,In-person,Relaxed,No,Yes
Stephanie Scott DDS,Male,India,21-25,Master's,Sem 4,"Architecture, Marketing, International Relations, International Business",Group,"Sun (10am-1pm), Wed (5pm-7pm), Tue (1pm-2pm)",Auditory,Personal Goals,Library,Analytical Thinking,Gaming,Culinary Arts,Business Analyst,In-Person,Animation Tools,Online,Relaxed,Yes,Yes
Jessica Massey,Non-Binary,China,18-21,Master's,Sem 2,"Mechanical Engineering, Cybersecurity, Architecture, Finance",Group,"Sun (12pm-2pm), Wed (5pm-7pm), Tue (10am-11am)",Reading/Writing,Competition,Group Study Rooms,Analytical Thinking,Cooking,Culinary Arts,Business Analyst,WhatsApp,Office 365,Online,Relaxed,Yes,Yes
James Orr,Binary,France,18-21,Bachelor's,Sem 4,"Psychology, Political Science, Engineering Fundamentals, Computer Science",Group,"Sun (4pm-8pm), Wed (8am-12pm), Tue (4pm-6pm)",Auditory,Personal Goals,Library,Problem-Solving,Reading,Community Service,Data Scientist,Slack,Animation Tools,Online,Collaborative,Yes,Yes
Kelly Ellis,Binary,New Zealand,18-21,Master's,Sem 6,"Machine Learning, Artificial Intelligence, International Relations, Urban Development",Individual,"Sun (4pm-6pm), Wed (12pm-3pm), Tue (3pm-4pm)",Visual,Collaboration,Group Study Rooms,Time Management,Chess,Environmental Activism,Project Manager,In-Person,Adobe Illustration,Online,Relaxed,Yes,No
Michael Rowland,Non-Binary,Japan,21-25,Bachelor's,Sem 8,"Psychology, Economics, Physics, Biology",Group,"Sun (2pm-3pm), Wed (11am-2pm), Tue (8am-11am)",Auditory,Personal Goals,Quiet Spaces,Analytical Thinking,Hiking,Group Entertainment,Project Manager,Email,Adobe Illustration,In-person,Focused,No,No
Janet Burnett,Female,South Africa,18-21,Master's,Sem 3,"Architecture, Environmental Science, Degin Futere, Machine Learning",Individual,"Sun (11am-2pm), Wed (8am-9am), Tue (4pm-5pm)",Visual,Personal Goals,Group Study Rooms,Presentation,Running,Mental Health Advocacy,Software Engineer,Email,Editing Tools,Online,Competitive,Yes,Yes
